"configuration","trace","description"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","setCurrentAccountNumberTest(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testCreateTransaction(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testCurrentTransactionIsBalanceInstance(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","isUserAuthenticatedTest(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testDisplayMainMenuDisableUSER_INTERFACE(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testGetDepositSlot(testset.ATMTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testToMakeLogging(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testTotalDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testToMakeLogout(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDraw(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testBalance(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDepositUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDrawAllValue(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testIsUserExited(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testgGetCurrentAccountNumber(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWithdrawUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_WITHDRAWING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createWithDrawMenu(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createHeaderTest(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createMainPainelTest(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMessageTest(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_DEPOSITING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelLoginTest(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelVisible_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_BALANCE_INQUIRY_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","dollarMenuTest(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","dollarMenuTest_WITHDRAWING_ALL_VALUES_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_LOGGING_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMUserInterfaceTest2.tearDown(ATMUserInterfaceTest2.java:407)","createPanelMenu_ADMIN_CONTROL_Test(testset.ATMUserInterfaceTest2)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","getAmountTest(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testExecute(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testsTheInstanceOfScreen(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testPromptForDepositAmountWithInvalidInput(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testsIfTheDepositHasBeenCanceled(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","envelopeWasNotReceived(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","promptForDepositAmount(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.DepositTest.tearDown(DepositTest.java:193)","testPromptForDepositAmountWithValidInput(testset.DepositTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","resetLogTest(testset.LoggerTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","returnLogsTest(testset.LoggerTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","testExecute(testset.WithdrawalTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","executeInsufficientCashTest(testset.WithdrawalTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","displayMenuOfAmountsTest(testset.WithdrawalTest)"
"LOGGING:trueDEPOSITING:trueWITHDRAWING:falseBALANCE_INQUIRY:trueADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.WithdrawalTest.tearDown(WithdrawalTest.java:242)","testGetSetAmount(testset.WithdrawalTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testTotalDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testBalance(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDepositUserAuthenticatedFalse(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testWhithDrawAllValue(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","testDeposit(testset.ATMUserInterfaceTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","resetLogTest(testset.LoggerTest)"
"LOGGING:trueDEPOSITING:falseWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:trueUSER_INTERFACE:trueWITHDRAWING_ALL_VALUES:false","	at sun.reflect.UnsafeFieldAccessorImpl.ensureObj(Unknown Source)","returnLogsTest(testset.LoggerTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.AccountTest.tearDown(AccountTest.java:41)","testValidPin(testset.AccountTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.AccountTest.tearDown(AccountTest.java:41)","creditTest(testset.AccountTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.AccountTest.tearDown(AccountTest.java:41)","debitTest(testset.AccountTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.AccountTest.tearDown(AccountTest.java:41)","getTotalBalanceTest(testset.AccountTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testDisplayMainMenu(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testsCurrentTransactionIsScreenInstance(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","getCurrentAccountNumbeTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testsCurrentTransactionIsWithdrawalInstance(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","getDepositSlot(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","setUserAuthenticatedTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testGetTotalDeposit(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","getScreenTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","authenticateUserTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","depositTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","isUserExitedTest(testset.ATMTest)"
"LOGGING:falseDEPOSITING:trueWITHDRAWING:trueBALANCE_INQUIRY:falseADMIN_CONTROL:falseUSER_INTERFACE:falseWITHDRAWING_ALL_VALUES:false","	at testset.ATMTest.tearDown(ATMTest.java:61)","testSetCurrentTransaction(testset.ATMTest)"
